id,zona,prioridad,tipo,timestamp,severidad,estado
I-0480,N47,1,2,2026-07-11T04:04:00,1,0
I-0481,N1,2,1,2026-07-10T19:49:00,1,0
I-0482,N27,4,2,2026-07-10T18:04:00,3,0
I-0483,N14,1,0,2026-07-10T14:12:00,2,0
I-0484,N41,2,1,2026-07-11T11:12:00,5,0
I-0485,N37,3,1,2026-07-11T04:17:00,2,0
I-0486,N45,1,1,2026-07-10T14:48:00,1,0
I-0487,N13,4,2,2026-07-11T10:16:00,1,0
I-0488,N1,4,0,2026-07-10T15:17:00,3,0
I-0489,N28,3,2,2026-07-11T06:15:00,2,0
I-0490,N1,2,1,2026-07-10T17:26:00,1,0
I-0491,N6,2,2,2026-07-10T16:15:00,4,0
I-0492,N32,3,0,2026-07-11T03:22:00,5,0
I-0493,N14,3,0,2026-07-10T22:00:00,2,0
I-0494,N9,1,1,2026-07-11T07:56:00,5,0
I-0495,N22,3,3,2026-07-10T15:47:00,3,0
I-0496,N13,1,2,2026-07-10T20:29:00,1,0
I-0497,N37,3,2,2026-07-11T06:18:00,2,0
I-0498,N27,4,2,2026-07-10T20:45:00,2,0
I-0499,N46,2,0,2026-07-10T20:53:00,2,0
